uid	register_time	ref0	ref1	last_login_time
14914	20130129192157	adwords	ad0	20130129192157
14908	20130129192442	facebook	ad0	20130129192442
14920	20130129192507	facebook	ad0	20130129192507
14926	20130129193030	adwords	ad0	20130129193030
14932	20130129193513	adwords	ad0	20130129193513
14944	20130129194345	facebook	ad0	20130129194345
14938	20130129194358	facebook	ad0	20130129194358
14950	20130129194525	adwords	ad0	20130129194525
14956	20130129195449	adwords	ad0	20130129195449
14962	20130129195827	adwords	ad0	20130129195827
14968	20130129200537	facebook	ad1	20130129200537
14974	20130129200539	adwords	ad0	20130129200539
14980	20130129201300	adwords	ad0	20130129201300
14986	20130129201904	adwords	ad0	20130129201904
14992	20130129202042	facebook	ad1	20130129202042
14998	20130129202651	adwords	ad0	20130129202651
15004	20130129203436	adwords	ad1	20130129203436
15010	20130129203557	adwords	ad0	20130129203557
15016	20130129204819	adwords	ad1	20130129204819
15022	20130129205126	adwords	ad1	20130129205126
15028	20130129205733	adwords	ad0	20130129205733
15034	20130129205750	adwords	ad0	20130129205750
15046	20130129210255	facebook	ad0	20130129210255
15040	20130129210454	adwords	ad1	20130129210454
15052	20130129210613	facebook	ad0	20130129210613
15058	20130129210854	facebook	ad1	20130129210854
15064	20130129211315	adwords	ad0	20130129211315
15070	20130129224719	adwords	ad1	20130129224719
15076	20130129225238	adwords	ad0	20130129225238
15082	20130129225716	adwords	ad0	20130129225716
15088	20130129230439	adwords	ad0	20130129230439
15094	20130129230922	adwords	ad0	20130129230922
15116	20130129231149	adwords	ad0	20130129231149
15110	20130129231204	adwords	ad0	20130129231204
15104	20130129231313	facebook	ad0	20130129231313
15122	20130129231514	facebook	ad0	20130129231514
15128	20130129231632	facebook	ad1	20130129231632
15140	20130129232118	facebook	ad1	20130129232118
15134	20130129232303	facebook	ad0	20130129232303
15146	20130129232328	adwords	ad1	20130129232328
15158	20130129232954	facebook	ad0	20130129232954
15164	20130129233152	adwords	ad0	20130129233152
15170	20130129233205	adwords	ad0	20130129233205
15188	20130129233353	adwords	ad0	20130129233353
15176	20130129233442	adwords	ad0	20130129233442
15194	20130129233550	adwords	ad0	20130129233550
15200	20130129233956	facebook	ad0	20130129233956
15206	20130129234047	adwords	ad0	20130129234047
15218	20130129234504	adwords	ad1	20130129234504
15230	20130129234801	adwords	ad1	20130129234801
15224	20130129234929	adwords	ad0	20130129234929
15242	20130129235003	adwords	ad0	20130129235003
15236	20130129235202	adwords	ad0	20130129235202
15248	20130129235425	facebook	ad0	20130129235425
15254	20130129235627	adwords	ad0	20130129235627
15278	20130130000232	adwords	ad0	20130130000232
15266	20130130000323	adwords	ad0	20130130000323
15272	20130130000342	adwords	ad0	20130130000342
15290	20130130000550	facebook	ad0	20130130000550
15296	20130130000551	facebook	ad1	20130130000551
15302	20130130000623	adwords	ad0	20130130000623
15308	20130130000625	adwords	ad1	20130130000625
15314	20130130001119	adwords	ad1	20130130001119
15320	20130130001212	adwords	ad0	20130130001212
15326	20130130001459	adwords	ad0	20130130001459
15338	20130130001500	adwords	ad0	20130130001500
15332	20130130001655	facebook	ad1	20130130001655
15350	20130130001909	adwords	ad0	20130130001909
15344	20130130001930	facebook	ad1	20130130001930
15356	20130130002228	adwords	ad0	20130130002228
15360	20130130002410	facebook	ad0	20130130002410
15366	20130130002456	facebook	ad1	20130130002456
15372	20130130002725	adwords	ad1	20130130002725
15378	20130130002908	adwords	ad1	20130130002908
15384	20130130003229	facebook	ad0	20130130003229
15390	20130130003235	adwords	ad1	20130130003235
15402	20130130003410	facebook	ad0	20130130003410
15396	20130130003436	adwords	ad0	20130130003436
15408	20130130003502	adwords	ad1	20130130003502
15420	20130130003714	adwords	ad1	20130130003714
15426	20130130003745	facebook	ad0	20130130003745
15414	20130130003928	adwords	ad1	20130130003928
15432	20130130004038	facebook	ad0	20130130004038
15450	20130130004136	adwords	ad1	20130130004136
15462	20130130004605	adwords	ad1	20130130004605
15468	20130130004653	adwords	ad1	20130130004653
15456	20130130004834	adwords	ad1	20130130004834
15474	20130130004904	facebook	ad0	20130130004904
15486	20130130005002	adwords	ad0	20130130005002
15480	20130130005031	facebook	ad1	20130130005031
15492	20130130005416	facebook	ad1	20130130005416
15504	20130130005706	adwords	ad1	20130130005706
15498	20130130005726	adwords	ad0	20130130005726
15510	20130130005729	adwords	ad0	20130130005729
15522	20130130010033	adwords	ad0	20130130010033
15534	20130130010143	facebook	ad0	20130130010143
15516	20130130010152	adwords	ad0	20130130010152
15558	20130130010600	adwords	ad0	20130130010600
15540	20130130010606	facebook	ad0	20130130010606
15552	20130130010747	adwords	ad1	20130130010747
15546	20130130010754	facebook	ad0	20130130010754
15564	20130130011125	adwords	ad0	20130130011125
15570	20130130011444	adwords	ad0	20130130011444
15582	20130130011658	adwords	ad0	20130130011658
15576	20130130011912	adwords	ad0	20130130011912
15588	20130130012001	adwords	ad1	20130130012001
15600	20130130012203	adwords	ad1	20130130012203
15594	20130130012419	adwords	ad0	20130130012419
15622	20130130012526	adwords	ad1	20130130012526
15606	20130130012601	facebook	ad0	20130130012601
15616	20130130012735	facebook	ad0	20130130012735
15628	20130130012828	adwords	ad0	20130130012828
15612	20130130012833	adwords	ad1	20130130012833
15640	20130130013153	adwords	ad0	20130130013153
15634	20130130013303	adwords	ad0	20130130013303
15658	20130130013858	adwords	ad0	20130130013858
15652	20130130013937	adwords	ad0	20130130013937
15664	20130130014011	adwords	ad0	20130130014011
15670	20130130014015	facebook	ad1	20130130014015
15676	20130130014253	adwords	ad0	20130130014253
15688	20130130014650	facebook	ad1	20130130014650
15700	20130130014654	adwords	ad0	20130130014654
15694	20130130014935	adwords	ad0	20130130014935
15712	20130130014937	facebook	ad1	20130130014937
15706	20130130014953	adwords	ad1	20130130014953
15724	20130130015254	adwords	ad0	20130130015254
15718	20130130015258	facebook	ad0	20130130015258
15736	20130130015532	facebook	ad0	20130130015532
15748	20130130015935	adwords	ad0	20130130015935
15742	20130130015946	adwords	ad0	20130130015946
15754	20130130020042	adwords	ad1	20130130020042
15772	20130130020110	facebook	ad0	20130130020110
15760	20130130020311	adwords	ad0	20130130020311
15766	20130130020433	adwords	ad0	20130130020433
15784	20130130020745	adwords	ad0	20130130020745
15778	20130130020824	adwords	ad0	20130130020824
15790	20130130020934	adwords	ad0	20130130020934
15796	20130130021054	adwords	ad0	20130130021054
15802	20130130021819	adwords	ad1	20130130021819
15808	20130130021914	adwords	ad1	20130130021914
15814	20130130021922	facebook	ad0	20130130021922
15820	20130130022114	facebook	ad0	20130130022114
15838	20130130022811	facebook	ad0	20130130022811
15856	20130130023110	adwords	ad1	20130130023110
15850	20130130023125	adwords	ad0	20130130023125
15862	20130130023316	adwords	ad0	20130130023316
15872	20130130023625	adwords	ad1	20130130023625
15868	20130130023850	adwords	ad0	20130130023850
15878	20130130023944	facebook	ad0	20130130023944
15884	20130130024134	adwords	ad0	20130130024134
15896	20130130024513	adwords	ad1	20130130024513
15902	20130130024713	adwords	ad0	20130130024713
15908	20130130024832	adwords	ad1	20130130024832
15914	20130130024943	adwords	ad1	20130130024943
15920	20130130025252	facebook	ad1	20130130025252
15932	20130130025313	adwords	ad0	20130130025313
15950	20130130025751	adwords	ad0	20130130025751
15944	20130130025903	adwords	ad1	20130130025903
15962	20130130030021	adwords	ad0	20130130030021
15968	20130130030224	facebook	ad0	20130130030224
15974	20130130030243	adwords	ad1	20130130030243
15992	20130130030515	adwords	ad1	20130130030515
15980	20130130030610	adwords	ad0	20130130030610
15998	20130130030727	facebook	ad0	20130130030727
15986	20130130030813	adwords	ad0	20130130030813
16004	20130130031015	adwords	ad0	20130130031015
16010	20130130031145	adwords	ad0	20130130031145
16028	20130130031807	adwords	ad0	20130130031807
16034	20130130032209	facebook	ad0	20130130032209
16046	20130130032329	facebook	ad1	20130130032329
16040	20130130032449	facebook	ad0	20130130032449
16058	20130130032509	adwords	ad1	20130130032509
16070	20130130032954	adwords	ad0	20130130032954
16076	20130130033112	facebook	ad0	20130130033112
16088	20130130033123	adwords	ad1	20130130033123
16094	20130130033144	adwords	ad0	20130130033144
16082	20130130033154	adwords	ad1	20130130033154
16106	20130130033545	adwords	ad0	20130130033545
16100	20130130033756	adwords	ad0	20130130033756
16112	20130130033944	facebook	ad1	20130130033944
16124	20130130034322	adwords	ad1	20130130034322
16118	20130130034449	adwords	ad1	20130130034449
16134	20130130034518	facebook	ad0	20130130034518
16146	20130130034732	facebook	ad0	20130130034732
16158	20130130035407	facebook	ad0	20130130035407
16170	20130130035440	adwords	ad0	20130130035440
16182	20130130035512	facebook	ad0	20130207024654
16176	20130130035525	adwords	ad0	20130130035525
16188	20130130035812	facebook	ad1	20130130035812
16194	20130130040128	facebook	ad0	20130130040128
16200	20130130040140	facebook	ad1	20130130040140
16206	20130130040441	adwords	ad0	20130130040441
16218	20130130040604	adwords	ad0	20130130040604
16224	20130130040658	adwords	ad1	20130130040658
16212	20130130040846	adwords	ad1	20130130040846
16230	20130130041437	adwords	ad1	20130130041437
16248	20130130041506	adwords	ad0	20130130041506
16260	20130130041529	facebook	ad1	20130130041529
16242	20130130041547	adwords	ad1	20130130041547
16272	20130130042018	adwords	ad0	20130130042018
16278	20130130042211	adwords	ad1	20130130042211
16284	20130130042335	facebook	ad1	20130130042335
16290	20130130042519	facebook	ad0	20130130042519
16302	20130130042542	facebook	ad0	20130130042542
16296	20130130042747	adwords	ad0	20130130042747
16308	20130130042901	adwords	ad0	20130130042901
16320	20130130043246	adwords	ad1	20130130043246
16314	20130130043402	adwords	ad0	20130130043402
16338	20130130043530	adwords	ad0	20130207175758
16326	20130130043556	facebook	ad0	20130130043556
16332	20130130043956	facebook	ad1	20130130043956
16344	20130130044016	adwords	ad1	20130130044016
16350	20130130044151	adwords	ad0	20130130044151
16356	20130130044241	facebook	ad0	20130130044241
16362	20130130044646	facebook	ad0	20130130044646
16368	20130130044901	adwords	ad0	20130130044901
16374	20130130044938	facebook	ad0	20130130044938
16384	20130130045329	adwords	ad0	20130130045329
16390	20130130045441	adwords	ad0	20130130045441
16396	20130130045916	adwords	ad1	20130130045916
16408	20130130050336	facebook	ad1	20130130050336
16402	20130130050340	adwords	ad0	20130130050340
16420	20130130050541	adwords	ad0	20130130050541
16426	20130130050615	facebook	ad1	20130130050615
16414	20130130050647	adwords	ad0	20130130050647
16438	20130130051125	adwords	ad0	20130130051125
16432	20130130051336	adwords	ad1	20130130051336
16450	20130130051917	facebook	ad0	20130130051917
16468	20130130052210	facebook	ad0	20130130052210
16462	20130130052412	adwords	ad1	20130130052412
16474	20130130052450	adwords	ad0	20130130052450
16480	20130130052506	adwords	ad1	20130130052506
16486	20130130052519	facebook	ad0	20130130052519
16492	20130130052749	adwords	ad0	20130130052749
16498	20130130052804	adwords	ad0	20130130052804
16510	20130130053009	adwords	ad0	20130130053009
16504	20130130053317	facebook	ad1	20130130053317
16516	20130130053507	adwords	ad1	20130207163919
16528	20130130053615	facebook	ad1	20130130053615
16534	20130130053822	adwords	ad0	20130130053822
16546	20130130054121	adwords	ad0	20130130054121
16540	20130130054147	adwords	ad0	20130130054147
16552	20130130054402	adwords	ad0	20130130054402
16564	20130130054615	adwords	ad0	20130130054615
16558	20130130054807	adwords	ad1	20130130054807
16570	20130130054951	adwords	ad0	20130130054951
16576	20130130055218	facebook	ad0	20130130055218
16588	20130130055554	facebook	ad1	20130130055554
16600	20130130055714	adwords	ad0	20130130055714
16594	20130130055935	adwords	ad0	20130130055935
16618	20130130060334	adwords	ad1	20130130060334
16630	20130130060702	facebook	ad1	20130130060702
16636	20130130060922	adwords	ad1	20130130060922
16640	20130130061002	facebook	ad0	20130130061002
16652	20130130061623	adwords	ad0	20130130061623
16658	20130130061824	adwords	ad0	20130130061824
16664	20130130061854	adwords	ad0	20130130061854
16676	20130130062046	adwords	ad1	20130130062046
16670	20130130062058	adwords	ad0	20130130062058
16682	20130130062913	adwords	ad0	20130130062913
16688	20130130063056	facebook	ad0	20130130063056
16694	20130130063236	facebook	ad0	20130130063236
16706	20130130063528	adwords	ad0	20130130063528
16718	20130130064311	adwords	ad0	20130130064311
16724	20130130064327	facebook	ad0	20130130064320
16736	20130130064534	adwords	ad0	20130130064534
16730	20130130064657	facebook	ad0	20130130064657
16742	20130130064904	facebook	ad0	20130130064904
16754	20130130065249	adwords	ad1	20130130065249
16748	20130130065302	facebook	ad1	20130130065302
16784	20130130070155	facebook	ad1	20130130070155
16772	20130130070246	adwords	ad0	20130130070246
16778	20130130070341	facebook	ad0	20130130070341
16790	20130130070502	adwords	ad0	20130130070502
16802	20130130071246	adwords	ad0	20130130071246
16808	20130130071431	adwords	ad0	20130130071431
16814	20130130071608	adwords	ad1	20130130071608
16820	20130130072020	facebook	ad1	20130130072020
16826	20130130072448	adwords	ad0	20130130072448
16838	20130130073147	adwords	ad0	20130130073147
16850	20130130073529	facebook	ad1	20130130073529
16856	20130130074223	facebook	ad0	20130130074223
16862	20130130074458	adwords	ad0	20130130074458
16868	20130130074748	adwords	ad1	20130130074748
16874	20130130075429	facebook	ad0	20130130075429
16886	20130130075950	adwords	ad0	20130130075950
16892	20130130080110	adwords	ad0	20130130080110
16902	20130130080915	adwords	ad0	20130130080915
16896	20130130080956	adwords	ad0	20130130080956
16908	20130130081227	adwords	ad0	20130130081227
16914	20130130081931	adwords	ad0	20130130081931
16920	20130130082032	adwords	ad0	20130130082032
16926	20130130082458	adwords	ad0	20130130082458
16938	20130130083540	facebook	ad1	20130130083540
16944	20130130084304	adwords	ad1	20130130084304
16950	20130130085012	adwords	ad0	20130130085012
16956	20130130085943	adwords	ad0	20130130085943
16968	20130130090836	adwords	ad1	20130207173615
16974	20130130091834	adwords	ad0	20130130091834
16980	20130130092049	adwords	ad1	20130130092049
16986	20130130092825	facebook	ad1	20130130092825
16992	20130130093428	facebook	ad0	20130130093428
16998	20130130094056	adwords	ad1	20130130094056
17004	20130130095104	adwords	ad0	20130130095104
17010	20130130095231	adwords	ad1	20130130095231
17016	20130130100159	adwords	ad0	20130130100159
17028	20130130102204	facebook	ad0	20130130102204
17034	20130130103455	facebook	ad0	20130130103455
17040	20130130104216	facebook	ad1	20130130104216
17046	20130130110046	facebook	ad1	20130130110046
17052	20130130111833	adwords	ad0	20130130111833
17058	20130130113017	adwords	ad0	20130130113017
17064	20130130114536	facebook	ad1	20130130114536
17070	20130130120844	adwords	ad1	20130130120844
17076	20130130121628	adwords	ad1	20130130121628
17082	20130130122835	adwords	ad0	20130130122835
17088	20130130124010	facebook	ad0	20130130124010
17100	20130130132734	facebook	ad0	20130130132734
17106	20130130140809	adwords	ad0	20130130140809
17112	20130130143219	adwords	ad0	20130130143219
17118	20130130144408	adwords	ad1	20130130144408
17130	20130130150654	facebook	ad0	20130130150654
17136	20130130151900	adwords	ad0	20130130151900
17142	20130130152348	adwords	ad0	20130130152348
17148	20130130154300	adwords	ad0	20130130154300
17152	20130130155917	facebook	ad0	20130130155917
17158	20130130161115	adwords	ad0	20130130161115
17164	20130130163025	adwords	ad0	20130130163025
17170	20130130164704	adwords	ad0	20130130164704
17176	20130130170351	adwords	ad0	20130130170351
17182	20130130171334	adwords	ad1	20130130171334
17188	20130130172407	facebook	ad1	20130130172407
17194	20130130173157	adwords	ad0	20130130173157
17200	20130130175256	facebook	ad0	20130130175256
17212	20130130183502	adwords	ad0	20130130183502
17224	20130130190215	facebook	ad0	20130130190215
17236	20130130191856	facebook	ad0	20130130191856
17242	20130130192956	facebook	ad0	20130130192956
17248	20130130193610	adwords	ad1	20130130193610
17260	20130130200156	facebook	ad1	20130130200156
17272	20130130202859	facebook	ad0	20130130202859
17284	20130130205815	adwords	ad0	20130130205815
17296	20130130212206	adwords	ad1	20130130212206
17302	20130130212917	facebook	ad1	20130130212917
17308	20130130213454	adwords	ad0	20130130213454
17314	20130130214247	adwords	ad0	20130130214247
17326	20130130220538	adwords	ad1	20130130220538
17338	20130130221801	adwords	ad0	20130130221801
17344	20130130222318	facebook	ad0	20130130222318
17350	20130130223231	adwords	ad0	20130130223231
17356	20130130223626	adwords	ad0	20130130223626
17362	20130130224129	facebook	ad0	20130130224129
17368	20130130224818	facebook	ad0	20130130224818
17374	20130130225030	adwords	ad0	20130130225030
17386	20130130231349	facebook	ad0	20130130231349
17398	20130130231829	adwords	ad1	20130130231829
17404	20130130232356	facebook	ad1	20130130232356
17408	20130130232953	adwords	ad0	20130130232953
17414	20130130233604	adwords	ad0	20130130233604
17420	20130130234706	facebook	ad1	20130130234706
17426	20130130235321	adwords	ad0	20130130235321
17438	20130131000646	facebook	ad0	20130131000646
17444	20130131001551	adwords	ad1	20130131001551
17450	20130131002142	facebook	ad0	20130131002142
17456	20130131002801	facebook	ad1	20130131002801
17462	20130131003610	adwords	ad1	20130131003610
17474	20130131004525	adwords	ad0	20130131004525
17480	20130131004703	adwords	ad1	20130131004703
17492	20130131010018	adwords	ad0	20130131010018
17504	20130131010708	facebook	ad1	20130131010708
17498	20130131010801	adwords	ad0	20130131010801
17510	20130131011559	adwords	ad0	20130131011559
17516	20130131012302	adwords	ad1	20130131012302
17528	20130131012516	adwords	ad1	20130131012516
17522	20130131012630	facebook	ad1	20130131012630
17534	20130131013850	facebook	ad0	20130131013850
17540	20130131014115	adwords	ad0	20130131014115
17546	20130131015116	facebook	ad0	20130131015116
17552	20130131015735	facebook	ad1	20130131015735
17558	20130131015753	facebook	ad0	20130131015753
17564	20130131020135	adwords	ad0	20130131020135
17570	20130131020643	adwords	ad0	20130131020643
17576	20130131021027	facebook	ad1	20130131021027
17582	20130131021522	facebook	ad1	20130131021522
17588	20130131022149	adwords	ad0	20130131022149
17594	20130131022744	adwords	ad1	20130131022744
17600	20130131023528	adwords	ad1	20130131023528
17606	20130131023926	adwords	ad0	20130131023926
17612	20130131024008	adwords	ad0	20130131024008
17618	20130131024501	adwords	ad0	20130131024501
17630	20130131025312	adwords	ad1	20130131025312
17648	20130131030559	facebook	ad0	20130131030559
17654	20130131031123	adwords	ad0	20130131031123
17660	20130131031300	adwords	ad0	20130131031300
17664	20130131031815	adwords	ad0	20130131031815
17670	20130131032135	adwords	ad0	20130131032135
17676	20130131032757	adwords	ad1	20130131032757
17682	20130131032956	adwords	ad1	20130131032956
17688	20130131033322	facebook	ad1	20130131033322
17700	20130131034429	facebook	ad0	20130131034429
17706	20130131034840	adwords	ad0	20130131034840
17712	20130131035020	facebook	ad0	20130131035020
17718	20130131035504	facebook	ad0	20130131035504
17724	20130131035619	adwords	ad1	20130131035619
17730	20130131040135	facebook	ad0	20130131040135
17736	20130131040842	adwords	ad0	20130131040842
17748	20130131041218	facebook	ad0	20130131041218
17742	20130131041314	adwords	ad0	20130131041314
17754	20130131041757	adwords	ad1	20130131041757
17760	20130131041956	adwords	ad1	20130131041956
17766	20130131042214	adwords	ad0	20130131042214
17772	20130131042647	adwords	ad0	20130131042647
17778	20130131042947	adwords	ad0	20130131042947
17784	20130131043323	facebook	ad0	20130131043323
17790	20130131043626	adwords	ad0	20130131043626
17796	20130131044007	adwords	ad0	20130131044007
17802	20130131044155	adwords	ad0	20130131044155
17808	20130131044959	adwords	ad0	20130131044959
17814	20130131045529	adwords	ad1	20130131045529
17820	20130131045950	adwords	ad1	20130131045950
17826	20130131050504	adwords	ad0	20130131050504
17832	20130131051032	facebook	ad0	20130131051032
17838	20130131051341	adwords	ad1	20130131051341
17844	20130131051825	facebook	ad0	20130131051825
17850	20130131052222	adwords	ad0	20130131052222
17862	20130131052739	facebook	ad0	20130131052739
17856	20130131052820	adwords	ad1	20130131052820
17868	20130131053435	adwords	ad0	20130207175140
17874	20130131054117	adwords	ad0	20130131054117
17880	20130131055240	facebook	ad1	20130131055240
17892	20130131060322	facebook	ad0	20130131060322
17898	20130131061300	facebook	ad0	20130131061300
17910	20130131063236	adwords	ad0	20130131063236
17916	20130131063326	adwords	ad0	20130131063326
17920	20130131063726	adwords	ad1	20130131063726
17926	20130131064529	facebook	ad1	20130131064529
17932	20130131065211	facebook	ad0	20130131065211
17944	20130131071023	adwords	ad0	20130131071023
17950	20130131072803	facebook	ad1	20130131072803
17962	20130131075534	adwords	ad0	20130131075534
17968	20130131080516	adwords	ad0	20130131080516
17974	20130131083204	adwords	ad0	20130131083204
17980	20130131084628	adwords	ad0	20130131085118
17986	20130131090637	adwords	ad0	20130131090637
17992	20130131094434	adwords	ad0	20130131094434
17998	20130131095334	facebook	ad0	20130207060124
18010	20130131115715	adwords	ad1	20130131115715
18016	20130131132709	adwords	ad0	20130131132709
18022	20130131144605	adwords	ad0	20130131144605
18028	20130131150618	adwords	ad0	20130131150618
18040	20130131155940	adwords	ad1	20130131155940
18052	20130131163316	adwords	ad0	20130131163316
18058	20130131165829	adwords	ad0	20130131165829
18064	20130131170424	adwords	ad0	20130131170424
18070	20130131171942	adwords	ad0	20130131171942
18076	20130131173404	adwords	ad0	20130131173404
18082	20130131174551	adwords	ad0	20130131174552
18088	20130131180255	facebook	ad1	20130206153131
18094	20130131182018	facebook	ad0	20130131182018
18106	20130131183810	facebook	ad0	20130207173127
18112	20130131185206	adwords	ad0	20130207133432
18118	20130131190144	facebook	ad0	20130207181503
18124	20130131190928	adwords	ad0	20130204201505
18130	20130131192330	adwords	ad1	20130207164917
18136	20130131193016	facebook	ad0	20130206214252
18148	20130131195800	adwords	ad0	20130207164628
18154	20130131200804	adwords	ad1	20130207182941
18160	20130131202132	adwords	ad0	20130207165133
18166	20130131202427	facebook	ad0	20130207175530
18172	20130131202854	adwords	ad1	20130207182651
18176	20130131203218	adwords	ad1	20130207183010
18182	20130131203520	adwords	ad0	20130207182542
18188	20130131204817	adwords	ad0	20130207043633
18194	20130131205224	adwords	ad0	20130207154823
18200	20130131210033	adwords	ad0	20130207182947
18206	20130131211121	adwords	ad1	20130207171011
18212	20130131212022	facebook	ad1	20130207182407
18218	20130131213129	adwords	ad0	20130207160259
18224	20130131214646	adwords	ad0	20130207180004
18236	20130131222546	facebook	ad0	20130207160959
18242	20130131222817	facebook	ad1	20130207181306
18248	20130131223515	adwords	ad1	20130207181255
18254	20130131224842	adwords	ad0	20130207152503
18260	20130131230641	facebook	ad0	20130207141630
18266	20130131232641	adwords	ad0	20130207181518
18272	20130131233124	facebook	ad0	20130207164205
18278	20130131234115	adwords	ad0	20130207150905
18284	20130131235445	adwords	ad1	20130207183156
18290	20130201001244	adwords	ad0	20130207174348
18296	20130201002805	adwords	ad1	20130207175317
18308	20130201005541	facebook	ad0	20130202185533
18314	20130201010637	facebook	ad0	20130207140616
18320	20130201011718	adwords	ad0	20130201011737
18326	20130201012610	adwords	ad1	20130207170805
18332	20130201013058	adwords	ad0	20130207183507
18338	20130201013931	adwords	ad0	20130207052353
18344	20130201015057	adwords	ad1	20130207182517
18356	20130201020615	adwords	ad0	20130201020615
18350	20130201021716	adwords	ad0	20130207175148
18362	20130201021752	adwords	ad0	20130207161615
18368	20130201022827	adwords	ad0	20130204034358
18374	20130201023649	adwords	ad1	20130207183251
18380	20130201024244	facebook	ad1	20130207181521
18386	20130201025249	adwords	ad1	20130202103250
18392	20130201025915	adwords	ad0	20130206134755
18404	20130201032434	adwords	ad0	20130207140904
18410	20130201033541	facebook	ad0	20130207160631
18416	20130201034542	adwords	ad0	20130207175051
18422	20130201035941	facebook	ad1	20130207155722
18428	20130201040945	adwords	ad0	20130201040957
18432	20130201042242	adwords	ad0	20130207063620
18438	20130201044428	adwords	ad0	20130206041117
18444	20130201044854	adwords	ad1	20130207165213
18450	20130201050318	adwords	ad0	20130207143043
18462	20130201052640	adwords	ad1	20130207182211
18468	20130201055107	adwords	ad0	20130202191933
18474	20130201060135	adwords	ad0	20130207173727
18480	20130201060925	adwords	ad1	20130207182615
18486	20130201061715	facebook	ad1	20130207023342
18492	20130201063128	adwords	ad0	20130207182025
18498	20130201064958	adwords	ad0	20030101060102
18504	20130201070828	adwords	ad1	20130207181505
18510	20130201072846	adwords	ad0	20130207083325
18522	20130201085334	adwords	ad0	20130201085334
18528	20130201101642	adwords	ad0	20130205215738
18540	20130201145846	facebook	ad0	20130207182312
18552	20130201160012	facebook	ad0	20130207140416
18558	20130201164717	adwords	ad1	20130207174354
18570	20130201181428	facebook	ad1	20130207041621
18576	20130201184133	facebook	ad0	20130207171209
18582	20130201190344	facebook	ad0	20130207173703
18588	20130201192841	adwords	ad0	20130207052137
18594	20130201194245	facebook	ad0	20130107175920
18600	20130201195555	adwords	ad0	20130201195607
18606	20130201202822	adwords	ad0	20130201202825
18612	20130201203625	adwords	ad0	20130207163157
18618	20130201205949	adwords	ad0	20130207121833
18624	20130201212954	facebook	ad1	20130207180523
18630	20130201213619	adwords	ad0	20130207002349
18636	20130201214742	adwords	ad0	20130207175933
18642	20130201220349	adwords	ad0	20130207181146
18648	20130201221035	adwords	ad1	20130207174717
18654	20130201222432	adwords	ad1	20130207135220
18660	20130201223026	adwords	ad1	20130206171221
18666	20130201223741	facebook	ad0	20130207170932
18672	20130201224406	adwords	ad1	20130207043005
18678	20130201225322	adwords	ad1	20130207172148
18688	20130201225703	adwords	ad0	20130207174931
18684	20130201225720	adwords	ad1	20130207162858
18694	20130201230825	adwords	ad0	20130206010237
18700	20130201231643	adwords	ad0	20130207170532
18706	20130201232156	adwords	ad0	20130207182712
18712	20130201233828	adwords	ad0	20130207134223
18718	20130201234209	adwords	ad1	20130207152349
18724	20130201235447	adwords	ad0	20130206010143
18730	20130202000410	adwords	ad1	20130207003752
18736	20130202002007	adwords	ad1	20130207171217
18742	20130202003425	adwords	ad1	20130202003427
18748	20130202003649	adwords	ad0	20130207173422
18754	20130202004314	adwords	ad0	20130207141741
18760	20130202004632	facebook	ad1	20130202004631
18766	20130202005613	facebook	ad0	20130207133832
18772	20130202010612	facebook	ad1	20130206145104
18778	20130202011024	adwords	ad0	20130202224046
18784	20130202011252	adwords	ad0	20130207160143
18790	20130202012405	facebook	ad1	20130207043437
18796	20130202013414	adwords	ad0	20130207173146
18802	20130202014823	facebook	ad0	20130207014218
18808	20130202015140	adwords	ad0	20130206000126
18814	20130202015736	adwords	ad0	20130207174235
18826	20130202021438	facebook	ad0	20130207163540
18832	20130202022324	facebook	ad0	20130207153707
18838	20130202022552	adwords	ad0	20130207181441
18844	20130202023025	adwords	ad0	20130207024155
18850	20130202023551	adwords	ad0	20130202050412
18856	20130202024311	adwords	ad0	20130207000638
18862	20130202024633	adwords	ad0	20130207041552
18868	20130202030425	facebook	ad0	20130207064325
18880	20130202030858	adwords	ad0	20130202030857
18886	20130202031316	adwords	ad0	20130202163004
18892	20130202031641	adwords	ad0	20130121052454
18898	20130202032052	adwords	ad1	20130207153607
18904	20130202032737	facebook	ad0	20130207182251
18916	20130202033718	adwords	ad0	20130101161147
18922	20130202034154	adwords	ad0	20130207000005
18934	20130202035306	adwords	ad0	20130207041754
18940	20130202035636	adwords	ad0	20130207181451
18944	20130202035910	adwords	ad0	20130202035913
18874	20130202040021	adwords	ad0	20130207180310
18950	20130202041318	adwords	ad0	20130207035349
18956	20130202041659	adwords	ad1	20130203141842
18962	20130202042257	facebook	ad1	20130202042251
18968	20130202042530	facebook	ad1	20130207164213
18974	20130202043253	adwords	ad0	20130207182206
18980	20130202043734	adwords	ad0	20130207183120
18986	20130202044212	adwords	ad0	20130206043106
18992	20130202044528	facebook	ad0	20130206225648
18998	20130202045042	adwords	ad0	20130202045112
19004	20130202050323	adwords	ad0	20130207011526
19010	20130202050908	adwords	ad0	20130202201315
19016	20130202051400	adwords	ad0	20130207182734
19022	20130202052127	facebook	ad0	20130207153036
19028	20130202052527	facebook	ad1	20130207034124
19034	20130202053650	adwords	ad0	20130206055132
19040	20130202055627	adwords	ad0	20130203192856
19046	20130202060535	facebook	ad0	20130207162847
19052	20130202061606	facebook	ad0	20130207174346
